geonames_id,Place_geonames_id,lat_geonames_id,lon_geonames_id
3858056,El Espinillo,-30.20983,-64.30536
3858057,El Espinillo,-24.82717,-61.09485
3858058,El Espinillo,-23.34553,-63.58705
3858059,Laguna El Espinillar,-31.86375,-60.6887
3858060,Espinillal,-32.76898,-64.09105
3858061,Arroyo El Espín,-29.87108,-60.20745
3858062,El Espín,-29.91667,-60.18333
3858063,Chacra El Espejo,-30.51699,-61.40221
3858064,El Escorial,-34.77596,-68.31535
3858065,El Escorial,-43.08976,-68.53987
3858066,El Escorial,-40.02515,-70.15906
3858067,Puesto El Escondido,-33.95041,-67.74629
3858068,Puesto El Escondido,-25.59274,-60.53988
3858069,Puesto El Escondido,-23.7,-61.35
3858070,Puesto El Escondido,-23.56667,-61.28333
3858071,Puesto El Escondido,-23.18333,-61.8
3858072,Estancia El Escondido,-27.72278,-64.89939
3858073,El Escondido,-29.4,-66.3
3858074,El Escondido,-27.01667,-64.13333
3858075,El Escondido,-24.7515,-60.07315
3858076,El Escondido,-24.61667,-61.15
3858077,El Escondido,-23.63333,-62.71667
3858078,El Escondido,-22.81667,-62.38333
3858079,Eleodoro Lobos,-33.39207,-66.01534
3858080,El Ensayo,-32.55,-61.33333
3858081,Estancia El Engaño,-33.8,-60.93333
3858082,Estancia El Encuentro,-31.37773,-60.95819
3858083,Estancia El Encuentro,-31.00322,-60.36757
3858084,El Encón,-24.84902,-65.55588
3858085,Arroyo El Encanto,-42.7349,-71.62005
3858086,Monte Elena,-48.4,-69.36667
3858087,Elena,-43.69902,-71.30785
3858088,Elena,-32.57159,-64.39475
3858089,Elena,-28.28333,-64.03333
3858090,Puesto El Empalme,-29.68333,-63.93333
3858091,El Empachado,-27.99989,-63.70653
3858092,Estancia El Embrujo,-32.10755,-62.33955
3858093,El Eje de Candelaria,-29.86667,-63.25
3858094,Estancia El Eje,-40.90672,-62.51718
3858095,Estancia El Eclipse,-32.816,-62.4196
3858096,Río El Durazno,-32.22112,-64.75657
3858097,Estancia El Durazno,-40.51667,-64.21667
3858098,Estancia El Durazno,-33.26667,-65.51667
3858099,Estancia El Durazno,-32.01497,-68.8169
3858100,Estancia El Durazno,-26.73333,-64.18333
3858101,Arroyo El Durazno,-35.1038,-69.65341
3858102,Arroyo El Durazno,-32.12712,-60.04422
3858103,El Durazno,-36.70292,-65.29005
3858104,El Durazno,-33.17029,-66.141
3858105,El Durazno,-31.35262,-64.62932
3858106,El Durazno,-30.43251,-63.53488
3858107,El Durazno,-24.78138,-65.53651
3858108,El Durazno,-35.1047,-69.72715
3858109,El Durazno,-34.68333,-65.58333
3858110,El Durazno,-31.46667,-64.73333
3858111,El Durazno,-29.58333,-63.18333
3858112,El Durazno,-33.94258,-65.38397
3858113,El Durazno,-32.1696,-64.77503
3858114,El Durazno,-30.56613,-64.26288
3858115,El Durazno,-29.53333,-63.81667
3858116,El Durazno,-28.85,-67.68333
3858117,El Durazno,-28.66667,-67.7
3858118,El Durazno,-28.49522,-67.1299
3858119,El Durazno,-28.06667,-65.58333
3858120,El Durazno,-27.73859,-65.32
3858121,El Duraznito,-26.67151,-65.18292
3858122,El Duraznito,-35.46667,-66.33333
3858123,El Duraznito,-32.56667,-65.46667
3858124,Estancia El Duraznillo,-30.78333,-63.18333
3858125,El Dos,-38.21667,-66.36667
3858126,Estancia El Dormilón,-33.13102,-62.41945
3858127,Laguna El Dorado,-34.61667,-61.58333
3858128,Estancia El Dorado,-48.45649,-68.62107
3858129,Estancia El Dorado,-47.4195,-69.1952
3858130,Estancia El Dorado,-34.55797,-61.54828
3858131,Estancia El Dorado,-33.00293,-63.81378
3858132,Establecimiento El Dorado,-39.3,-62.8
3858133,El Dorado,-34.65294,-61.58355
3858134,Playa El Doradillo,-42.66455,-64.98941
3858135,Puesto El Doce,-51.67878,-71.8745
3858136,El Dobladero de la Viuda,-39.26945,-68.18661
3858137,Loma El Divisorio,-41.06667,-65.56667
3858138,El Divisorio,-38.32335,-61.44465
3858139,Puesto El Divisadero,-33.81096,-67.76652
3858140,El Divisadero,-23.3943,-61.94399
3858141,Loma El Divisadero,-39.44279,-68.21132
3858142,Estancia El Divisadero,-33.39104,-65.15152
3858143,Divisadero,-32.73213,-66.47629
3858144,Cerrito El Divisadero,-35.80721,-69.05911
3858145,El Divisadero,-29.26667,-63.6
3858146,El Divisadero,-29.2021,-65.456
3858147,El Divisadero,-28.45,-64.78333
3858148,El Divisadero,-27.98333,-64.81667
3858149,El Divisadero,-24.16665,-61.88924
3858150,Apeadero El Diquecito,-31.3581,-64.38254
3858151,El Dique,-30.45,-63.08333
3858152,El Dique,-29.08333,-62.46667
3858153,El Dique,-29.13325,-64.96941
3858154,Mina El Dinamo,-30.68333,-69.51667
3858155,Puesto El Diez,-34.93333,-67
3858156,Estancia El Diez,-44.80207,-69.34833
3858157,Estancia El Diez,-36.58333,-62.2
3858158,Puesto El Diecisiete,-24.5732,-60.26489
3858159,Arroyo El Diecisiete,-38.08333,-61.45
3858160,Estancia El Dieciséis,-38.26667,-64.05
3858161,Arroyo El Dieciséis,-38.09061,-61.45906
3858162,Puesto El Dieciocho,-34.02719,-63.01761
3858163,Puesto El Dieciocho,-28.58333,-64.96667
3858164,El Dichoso,-23.96667,-62.35
3858165,Estancia El Diamante,-36.36426,-65.80239
3858166,Estancia El Diamante,-34.11815,-63.98081
3858167,El Diamante,-34.98333,-69.11667
3858168,El Diamante,-32.45,-67.95
3858169,El Diamante,-25.45,-61.21667
3858170,Puesto El Diablo,-51.99916,-70.59326
3858171,Estancia El Diablo,-26.07636,-64.06907
3858172,Cañadón El Diablo,-39.03077,-69.34977
3858173,Cabaña El Día,-34.73852,-62.89452
3858174,Almacén El Día,-32.72237,-62.71549
3858175,Eldía,-34.75,-62.83333
3858176,Puesto El Destino,-37.00436,-66.03801
3858177,Estancia El Destino,-46.87415,-68.05023
3858178,Estancia El Destino,-38.88084,-64.36733
3858179,Estancia El Destino,-38.76299,-60.46144
3858180,Estancia El Destino,-38.05,-60.48333
3858181,Estancia El Destino,-37.95597,-66.10055
3858182,Estancia El Destino,-37.32754,-61.21031
3858183,Estancia El Destino,-37.15,-61.45
3858184,Estancia El Destino,-36.54875,-60.18455
3858185,Estancia El Destino,-36.54315,-65.92992
3858186,Estancia El Destino,-36.36897,-62.96557
3858187,Estancia El Destino,-35.8782,-63.66672
3858188,Estancia El Destino,-35.52103,-62.52687
3858189,Estancia El Destino,-34.88327,-62.11473
3858190,Estancia El Destino,-34.43896,-63.39516
3858191,Estancia El Destino,-34.08333,-61.96667
3858192,Estancia El Destino,-33.61667,-60.36667
3858193,Cabaña El Destino,-37.4106,-61.99857
3858194,El Destino,-37.36667,-62.61667
3858195,El Destino,-35.88333,-61.55
3858196,El Destino,-34.18123,-65.058
3858197,El Destino,-30.71667,-65.38333
3858198,El Destino,-29.36667,-62.71667
3858199,El Destino,-32.53333,-65.95
3858200,El Destino,-29.58333,-63.56667
3858201,El Destino,-29.43333,-62.5
3858202,El Destino,-28.81667,-61.85
3858203,Almacén El Destierro,-26.13153,-60.3072
3858204,El Destierro,-24.09844,-62.47952
3858205,El Destierro,-25.20282,-63.56896
3858206,El Despunte,-22.94955,-63.12615
3858207,Puesto El Despojo,-30.48333,-65.98333
3858208,Estancia El Despeñadero,-38.20615,-61.57328
3858209,Estancia El Desobediente,-35.56778,-62.38941
3858210,El Desmonte,-26.88201,-66.10027
3858211,El Desmonte,-22.69373,-62.20404
3858212,Estancia El Desierto,-46.2054,-70.21036
3858213,Cerro El Deshecho,-35.22599,-70.10963
3858214,Estancia El Deseo,-34.39781,-62.22967
3858215,El Desengaño,-22.96667,-63.66667
3858216,Almacén El Desempeño,-42.51049,-64.7443
3858217,Puesto El Desemboque,-24.65364,-60.26983
3858218,Estancia El Deseado,-36.45,-61.46667
3858219,Estancia El Desdén,-36.26059,-60.29462
3858220,Puesto El Descanso,-35.99441,-62.84885
3858221,Puesto El Descanso,-24.76341,-60.29
3858222,Laguna El Descanso,-39.7,-63.83333
3858223,Estancia El Descanso,-34.5069,-62.33326
3858224,Almacén El Descanso,-38.48333,-60.21667
3858225,Almacén El Descanso,-34.79576,-60.36228
3858226,Almacén El Descanso,-33.57682,-62.61907
3858227,Almacén El Descanso,-32.19822,-63.58864
3858228,El Descanso,-28.8361,-61.29464
3858229,El Descanso,-35.04517,-62.10612
3858230,El Descanso,-25.23207,-60.75611
3858231,El Descalzo,-36.66667,-66.41667
3858232,El Desagüe,-28.76667,-64.78333
3858233,El Desaguadero,-24.4,-63.41667
3858234,Puesto El Derrumbe,-23.51801,-64.56122
3858235,El Demócrata,-32.63333,-67.8
3858236,Estancia El Delirio,-32.75467,-66.76852
3858237,El Delirio,-38.62511,-66.4032
3858238,El Dátil,-26.04212,-65.28951
3858239,Estancia El Danubio,-31.90497,-61.51043
3858240,Departamento de El Cuy,-39.58333,-68.5
3858241,Cerro El Cuy,-39.86118,-68.29964
3858242,El Cuy,-39.92609,-68.34275
3858243,El Curupaytí,-29.88333,-61.71667
3858244,Puesto El Cura,-29.88333,-63.66667
3858245,Pozo El Cura,-22.61667,-63.01667
3858246,Laguna El Cuero,-34.92744,-64.96483
3858247,Arroyo El Cuero,-25.25,-64.75
3858248,El Cuero,-34.88333,-65.96667
3858249,El Cuchillo,-23.2,-62.7
3858250,Puesto El Cuatro,-34.9,-67.45
3858251,Loma El Cuarteadero,-24.74415,-65.2866
3858252,Estancia El Cuadro,-47.63333,-68.11667
3858253,Estancia El Cuadrado,-49.41385,-70.35652
3858254,Estancia El Cuadrado,-28.26667,-61.76667
3858255,Colonia El Cuadrado,-27.23333,-61.66667
3858256,El Cuadrado,-28.27293,-61.76486
3858257,Cerro El Cuadradito,-41.21667,-70.56667
3858258,Parada El Cruce,-35.70091,-62.2268
3858259,Hostería El Cruce,-38.78362,-61.50981
3858260,Laguna El Cristiano,-34.70951,-64.54408
3858261,El Crispín,-31.01945,-63.60598
3858262,Estancia El Crisol,-30.90055,-61.77807
3858263,El Crisol,-34.08333,-60.21667
3858264,Isla El Crique,-50.97593,-69.2416
3858265,Cerro El Crestón,-28.37046,-65.94979
3858266,El Coyte,-45.23058,-71.32726
3858267,El Cotao,-28.86769,-67.11362
3858268,Estancia El Cortijo,-36.73333,-62.33333
3858269,Estancia El Cortijo,-35.91488,-62.3415
3858270,El Cortijo,-37.48783,-60.22689
3858271,Estancia El Cortaplumas,-48.08333,-70.86667
3858272,El Cortado,-27.05,-66.78333
3858273,El Correntino,-36.1723,-62.33549
3858274,Laguna El Corralito,-34.41407,-65.57676
3858275,Arroyo El Corralito,-31.41623,-60.03995
3858276,El Corralito,-24.22592,-61.01616
3858277,Estancia El Corralito,-32.37522,-66.19608
3858278,El Corralito,-28.62619,-65.28034
3858279,El Corralito,-26.75,-63.95
3858280,El Corralito,-26.2,-64.28333
3858281,Corralito,-24.98005,-65.72762
3858282,El Corralito,-24.50995,-65.99252
3858283,El Corral,-23.6,-65.53333
3858284,Estancia El Corpus,-37.15,-61.41667
3858285,Estancia El Coronel,-35.53008,-61.9292
3858286,Arroyo El Coro,-25.1,-65.15
3858287,El Coro,-29.68333,-63.78333
3858288,El Coro,-30.21667,-64.25
3858289,El Coro,-25.13333,-65.16667
3858290,El Corito,-30.48983,-64.49395
3858291,Estancia El Cordón,-47.9,-67.31667
3858292,Estancia El Cordón,-46.65236,-67.93807
3858293,Estancia El Cordón,-36.11667,-61.36667
3858294,Estancia El Cordón,-30.33333,-66.18333
3858295,El Cordobés,-22.35,-63.61667
3858296,Cerro El Cordero,-39.14314,-69.03166
3858297,Estancia El Corcovo,-35.98655,-62.29324
3858298,Corcovado,-43.5393,-71.46886
3858299,El Corcovado,-42.7,-65.8
3858300,El Corbalino,-33.48333,-68.03333
3858301,Estancia El Coraje,-36.23777,-64.68098
3858302,Estancia El Copete,-40.19288,-63.18385
3858303,Arroyo El Contador,-34.092,-60.02966
3858304,Estancia El Consuelo,-33.32839,-64.01521
3858305,El Consuelo,-30.76619,-66.19204
3858306,Estancia El Congreso,-45.08336,-68.04695
3858307,Paso El Cóndor,-52.16667,-69.13333
3858308,Estancia El Cóndor,-48.3016,-68.50975
3858309,Estancia El Cóndor,-47.86974,-67.34561
3858310,Estancia El Cóndor,-47.83333,-66.55
3858311,Estancia El Cóndor,-47.59646,-69.58168
3858312,Estancia El Cóndor,-47.5,-68.68333
3858313,Estancia El Cóndor,-41.11667,-71.21667
3858314,Estancia El Cóndor,-41.01328,-62.81679
3858315,Estancia El Cóndor,-38.73333,-63.13333
3858316,Estancia El Cóndor,-38.03443,-70.64569
3858317,Cerro El Cóndor,-26.63169,-68.36058
3858318,El Cóndor,-52.16394,-69.06744
3858319,El Cóndor,-31.60975,-64.75814
3858320,El Cóndor,-31.06667,-61.81667
3858321,Estancia El Condominio,-37.02684,-65.75054
3858322,El Condado,-28.97694,-68.19912
3858323,Estancia El Comunal,-31.05537,-60.18101
3858324,Estancia El Cometa,-30.8185,-61.0496
3858325,El Comedero,-28.18333,-65.23333
3858326,Estancia El Combate,-37.59133,-61.44292
3858327,Estancia El Combate,-37.1782,-62.59248
3858328,El Combate,-36.54579,-60.29909
3858329,Puesto El Colorado,-34.53333,-66.96667
3858330,Puesto El Colorado,-34.36667,-67.23333
3858331,Puesto El Colorado,-24.04541,-61.40356
3858332,Isla El Colorado,-31.59362,-60.46514
3858333,Arroyo El Colorado,-33.08089,-60.31215
3858334,Almacén El Colorado,-34.12489,-60.0404
3858335,El Colorado,-27.91504,-62.17814
3858336,El Colorado,-43.71667,-71.2
3858337,El Colorado,-33.81576,-64.72967
3858338,El Colorado,-29.01667,-61.83333
3858339,El Colorado,-24.8,-61.53333
3858340,El Colorado,-23.48333,-64.58333
3858341,El Colorado,-29.35,-67.91667
3858342,El Colorado,-26.53333,-64.75
3858343,Puesto El Coloradito,-34.38157,-67.023
3858344,Almacén El Colonial,-31.86532,-60.57518
3858345,El Colón,-32.50532,-67.84357
3858346,El Colmenar,-26.79122,-65.18722
3858347,El Collar,-29.25,-67.9
3858348,Paso El Colgado,-23.74424,-63.06166
3858349,El Coleto,-24.23333,-61.4
3858350,El Colbao,-28.5064,-66.67562
3858351,El Codo,-29.38333,-62.16667
3858352,El Codo,-23.67473,-66.75413
3858353,El Coco,-29.28044,-61.65522
3858354,El Coco,-28.26667,-65.48333
3858355,El Clérigo,-29.59503,-65.36441
3858356,Nevado de El Clavillo,-27.21305,-66.07108
3858357,El Clavillo,-27.34039,-65.94989
3858358,Chacra El Clavel,-31.15,-61.55
3858359,Estancia y Cabaña El Cisne,-31.02064,-61.60412
3858360,Almacén El Cisne,-45.04647,-70.86553
3858361,El Circuito,-33.39267,-60.1518
3858362,Estancia El Ciprés,-31.46667,-60.15
3858363,El Ciprés,-46.45323,-71.00956
3858364,Estancia El Cincuenta y Uno,-32.19847,-62.13818
3858365,Puesto El Cinco,-45.08865,-70.87658
3858366,Puesto El Cinco,-34.91344,-67.36833
3858367,Puesto El Cinco,-29.28333,-65.76667
3858368,Estancia El Cinco,-34.23333,-61.81667
3858369,Estancia El Cimarrón,-36.98965,-63.23665
3858370,Estancia El Cimarrón,-34.53612,-61.48277
3858371,Estancia El Cimarrón,-32.88646,-64.03072
3858372,Estancia El Cimarrón,-32.47546,-61.89667
3858373,Estancia El Cimarrón,-30.56019,-60.29746
3858374,Almacén El Cimarrón,-25.86201,-60.65504
3858375,El Cimarrón,-28.78648,-67.69385
3858376,El Cimarrón,-28.58333,-61.86667
3858377,Laguna El Ciervo,-32.49916,-60.41188
3858378,El Ciénego,-35.95,-68.5
3858379,El Ciénago,-30.73333,-66.23333
3858380,Estancia El Chuscho,-29.65,-63.93333
3858381,El Churrúa,-28.96667,-61.05
3858382,Estancia El Churrinche,-45.70395,-69.14594
3858383,El Churcalito,-25.9,-65.28333
3858384,Puesto El Churcal,-22.96594,-62.37875
3858385,Puesto El Churcal,-22.9,-62.13333
3858386,El Churcal,-25.42361,-66.24012
3858387,El Churcal,-23.36667,-61.81667
3858388,Salitral El Chulengo,-39.43333,-62.85
3858389,Puesto El Chulengo,-45.86341,-69.10432
3858390,Puesto El Chorro,-24.55828,-60.79144
3858391,Estancia El Chorro,-27.84078,-65.88098
3858392,El Chorro,-23.18333,-62.3
3858393,El Chorro,-23.65358,-63.40404
3858394,El Chorro,-24.65797,-65.85463
3858395,El Chorro,-24.24024,-64.18949
3858396,El Chorrillo,-33.29193,-66.26112
3858397,El Chonque,-49.419,-69.65638
3858398,Arroyo El Cholar,-37.42442,-70.63544
3858399,El Cholar,-37.44148,-70.64545
3858400,El Chocón,-39.25,-68.71667
3858401,Estancia El Chocio,-36.4,-61.98333
3858402,Cerro El Chivo,-43.38204,-69.39301
3858403,Estancia El Chiripá,-35.91417,-60.12617
3858404,Estancia El Chiripá,-35.63442,-60.21281
3858405,Puesto El Chirete,-24.2,-61.06667
3858406,Estancia El Chiquitín,-33.52881,-63.6608
3858407,El Chiquillán,-32.72283,-64.41266
3858408,El Chinque,-37.18333,-70.66667
3858409,Estancia El Chingolo,-37.16667,-62.45
3858410,Estancia El Chingolito,-34.76704,-62.2112
3858411,El Chingolito,-51.33632,-71.04378
3858412,El Chinchillal,-27.83713,-63.17182
3858413,Estancia El Chimango,-34.75291,-62.71182
3858414,El Chilote,-31.41154,-68.69802
3858415,El Chilcal,-27.03281,-65.08878
3858416,El Chilcar,-22.36667,-63.73333
3858417,El Chilcal,-32.45,-66.53333
3858418,El Chiflón,-30.21667,-67.55
3858419,El Chiflón,-32.6,-69.2
3858420,Estancia El Chiche,-37.6074,-61.06825
3858421,Estancia El Chiche,-35.68858,-63.59328
3858422,Puesto El Chenque,-44.90711,-66.86782
3858423,Puesto El Chenque,-39.94247,-70.83878
3858424,Cerro El Chenque,-39.91716,-70.15126
3858425,Cerro El Chenque,-36.23955,-69.98295
3858426,Cerro El Chenque,-39.46215,-69.46387
3858427,El Chenque,-38.74882,-70.60501
3858428,El Chenque,-39.18158,-69.37758
3858429,Estancia El Chato,-32.79838,-63.17929
3858430,El Charco,-27.22846,-64.70085
3858431,Chacra El Charabón,-36,-61.28333
3858432,Cerro El Charabón,-37.56667,-68.55
3858433,El Charabón,-29.58333,-61.96667
3858434,Estancia El Chara,-48.16996,-70.01045
3858435,Estancia El Chara,-47.36451,-65.97392
3858436,Estancia El Chara,-39.46667,-62.06667
3858437,El Chaquito,-22.85,-62.08333
3858438,Chihuido El Chango,-37.40947,-69.78863
3858439,Cerro El Chancho,-36.95997,-65.66984
3858440,Arroyo El Chañarito,-32.15689,-60.01595
3858441,El Chañaral,-22.51667,-62.3
3858442,El Chañaral,-24.11667,-62.26667
3858443,Puesto El Chañar,-32.91667,-67.85
3858444,Laguna El Chañar,-34.18465,-61.49724
3858445,Estancia El Chañar,-35.1595,-63.67823
3858446,Estancia El Chañar,-34.65226,-63.24471
3858447,Estancia El Chañar,-31.29876,-62.43856
3858448,Almacén El Chañar,-34.08605,-61.40034
3858449,Los Chañares,-32.78509,-66.28055
3858450,El Chañar,-30.9,-67.31667
3858451,El Chañar,-26.75736,-65.06797
3858452,El Chañar,-28.71667,-60.91667
3858453,El Chañar,-32.45,-67.26667
3858454,El Chañar,-32.21667,-65.35
3858455,El Chañar,-32.15597,-66.01505
3858456,El Chañar,-28.36667,-65.38333
3858457,El Chañar,-24.35,-61.31667
3858458,El Chañar,-23.23333,-63.61667
3858459,El Chamuscao Sur,-32.71667,-67.53333
3858460,El Chamuscao Norte,-32.66667,-67.55
3858461,Estancia El Chamico,-34.76344,-61.27805
3858462,Estancia El Chamico,-33.49057,-65.24175
3858463,El Chamico,-33.33333,-65.33333
3858464,Arroyo El Chamical,-24.93118,-65.13556
3858465,El Chamical,-24.93647,-65.20583
3858466,El Challao,-32.85464,-68.89298
3858467,Estancia El Chalet,-38.46667,-60.58333
3858468,El Chalet,-39.4,-65.58333
3858469,El Chalet,-33.98802,-69.24223
3858470,Estancia El Chajá,-38.78116,-60.63262
3858471,Colonia El Chajá,-32.78333,-62.36667
3858472,Almacén El Chajá,-35.5583,-60.94967
3858473,El Chajá,-29.21667,-61.9
3858474,El Chaiful,-41.62148,-69.1729
3858475,El Chaguaral,-23.84033,-63.30905
3858476,Puesto El Chaco,-35.61667,-66.73333
3858477,Pozo El Chaco,-22.86667,-62.93333
3858478,El Chaco,-43.05,-71.81667
3858479,El Chaco,-22.86667,-62.93333
3858480,El Chacho,-30.80016,-65.65615
3858481,Estancia El Chacay,-31.35,-69.58333
3858482,Arroyo El Chacay,-35.50601,-69.27784
3858483,Apeadero El Chacay,-35.23333,-69.58333
3858484,El Chacay,-36.05,-68.5
3858485,El Chacallal,-34.48104,-69.77102
3858486,El Cebilar,-25.62895,-65.49498
3858487,Estancia El Cerro,-41,-63.13333
3858488,Estancia El Cerro,-31.55391,-60.25631
3858489,El Cerro,-29.16331,-63.75999
3858490,El Cerro,-31.33333,-65.18333
3858491,El Cerro,-31.56421,-60.25942
3858492,Puesto El Cerrito,-50.70502,-71.30506
3858493,Puesto El Cerrito,-30.09867,-60.11878
3858494,Estancia El Cerrito,-48.81667,-70.1
3858495,Estancia El Cerrito,-33.03973,-64.71041
3858496,El Cerrito,-50.61829,-71.36916
3858497,El Cerrito,-29.40558,-65.41018
3858498,El Cerrito,-29.13622,-63.96444
3858499,El Cerrito,-37.31667,-67.5
3858500,El Cerrito,-32.59712,-66.37932
3858501,El Cerrito,-30.43,-64.01947
3858502,El Cerrito,-30.25,-64.1
3858503,Puesto El Cerón,-46.20363,-68.71006
3858504,El Cercado,-29.317,-65.48928
3858505,El Cercado,-27.76667,-64.11667
3858506,El Cercado,-29.53333,-67.75
3858507,Barrio El Cepillo,-33.83527,-69.12365
3858508,El Central,-32.81244,-68.3689
3858509,Estancia El Centinela,-33.67322,-60.50265
3858510,Estancia El Centinela,-30.97283,-60.45576
3858511,Cerro El Centinela,-46.97967,-69.09605
3858512,El Centinela,-29.48333,-61.4
3858513,Cerro Centinela,-36.65249,-67.31146
3858514,Estancia El Centenario,-37.41762,-60.10771
3858515,Estancia El Centenario,-37.40901,-62.05314
3858516,Estancia El Centenario,-36.17725,-62.81517
3858517,Estancia El Centenario,-35.01174,-62.5173
3858518,El Cenizo,-36.50991,-68.4202
3858519,Estancia El Cencerro,-35.89746,-60.24547
3858520,El Cencerro,-35.34228,-60.69608
3858521,Estancia El Ceibo,-34.3701,-60.34232
3858522,Estancia El Ceibo,-31.32027,-60.04148
3858523,Cerro El Ceibalito,-24.98495,-65.31893
3858524,El Ceibal,-24.97277,-65.3807
3858525,Cerro El Ceibal,-24.31993,-65.31153
3858526,El Ceibal,-24.30143,-65.27985
3858527,El Ceibal,-26.10348,-63.69935
3858528,El Ceibal,-24.56109,-65.18462
3858529,El Cedral,-23.13231,-64.28939
3858530,Puesto El Cavado,-34.7589,-69.25281
3858531,Laguna El Cavado,-33.3529,-60.08371
3858532,Puesto El Cavadito,-27.7,-63.75
3858533,Capilla El Cavadito,-32.41522,-68.09176
3858534,Estancia El Cautivo,-36.26667,-62.2
3858535,Estancia El Cautivo,-33.48897,-63.97346
3858536,Cerro El Cautivo,-40.91667,-71.25
3858537,El Cautivo,-26.73333,-61.68333
3858538,Estancia El Catriel,-37.05,-62.08333
3858539,Puesto El Catorce,-46.10489,-68.8904
3858540,El Catelik,-42.88333,-67.06667
3858541,El Castor,-24.64073,-61.22489
3858542,Estancia El Castillo,-45.97565,-68.16831
3858543,El Castaño,-24.25,-61.75
3858544,Puesto El Carrizalito,-34.86493,-68.75342
3858545,Arroyo El Carrizalito,-34.62342,-69.24761
3858546,El Carrizal de Arriba,-33.22417,-68.83985
3858547,El Carrizal,-33.31961,-68.75655
3858548,Estancia El Carrizal,-32.36546,-68.99496
3858549,El Carrizal,-27.69466,-66.78483
3858550,El Carrizal,-32.78333,-65.25
3858551,El Carrizal,-32.08333,-65.03333
3858552,El Carrizal,-29.95,-64.05
3858553,El Carril,-25.07185,-65.49302
3858554,El Carril,-24.35496,-65.3478
3858555,El Carretón,-23.63333,-63.23333
3858556,Estancia El Carretero,-35.80843,-63.02075
3858557,Laguna El Carpincho,-34.57518,-60.8942
3858558,El Carpincho,-23.91667,-62.36667
3858559,Puesto El Carmen,-36.8,-61.61667
3858560,Puesto El Carmen,-33.63442,-68.0055
3858561,Puesto El Carmen,-23.28333,-61.65
3858562,Estancia El Carmen,-47.22422,-70.53437
3858563,Estancia El Carmen,-38.64363,-61.30688
3858564,Estancia El Carmen,-37.71651,-61.15094
3858565,Estancia El Carmen,-37.67715,-62.07794
3858566,Estancia El Carmen,-37.62837,-62.07812
3858567,Estancia El Carmen,-37.27973,-60.46867
3858568,Estancia El Carmen,-36.65079,-63.81269
3858569,Estancia El Carmen,-36.36667,-61.65
3858570,Estancia El Carmen,-35.7207,-61.13284
3858571,Estancia El Carmen,-35.65525,-60.41591
3858572,Estancia El Carmen,-35.33333,-61.83333
3858573,Estancia El Carmen,-34.72279,-61.47724
3858574,Estancia El Carmen,-34.27834,-63.76404
3858575,Estancia El Carmen,-33.67871,-61.33938
3858576,Estancia El Carmen,-33.4376,-60.50107
3858577,Estancia El Carmen,-32.76716,-61.27835
3858578,Estancia El Carmen,-32.41313,-62.24916
3858579,Estancia El Carmen,-32.18975,-60.03013
3858580,Estancia El Carmen,-32.03362,-60.41449
3858581,Estancia El Carmen,-31.18149,-64.24302
3858582,Estancia El Carmen,-30.28333,-66.31667
3858583,Estancia El Carmen,-29.30835,-62.80195
3858584,Departamento de El Carmen,-24.41667,-65.16667
3858585,Colonia El Carmen,-31.16667,-63.48333
3858586,El Carmen,-32.32622,-67.09723
3858587,El Carmen,-31.91122,-64.37035
3858588,El Carmen,-26.57225,-66.1157
3858589,El Carmen,-25.63222,-66.17109
3858590,El Carmen,-24.38934,-65.26164
3858591,El Carmen,-33.68333,-61.35
3858592,El Carmen,-29.83659,-61.83802
3858593,El Carmen,-29.63333,-63.45
3858594,El Carmen,-29.45,-61.61667
3858595,El Carmen,-25.38333,-63.61667
3858596,El Carmen,-24.55,-64.11667
3858597,El Carmen,-24.25,-63.31667
3858598,El Carmen,-23.11667,-63.78333
3858599,El Carmen,-35.87836,-61.61528
3858600,El Carmen,-35.35,-61.68333
3858601,El Carmen,-34.17837,-67.75801
3858602,El Carmen,-27.38549,-65.04566
3858603,El Carmen,-25.93333,-64.6
3858604,El Carmen,-24.91667,-64.9
3858605,El Carmen,-23.08333,-64.2
3858606,Estancia El Cariño,-36.46667,-61.53333
3858607,El Cardonal,-29.78333,-63.08333
3858608,El Cardón,-29.52546,-67.74402
3858609,El Cardón,-25.98333,-65.06667
3858610,Almacén El Cardenal,-34.94675,-61.49836
3858611,Estancia El Cardalito,-32.80589,-63.48491
3858612,Estancia El Cardal,-37.90087,-61.56987
3858613,Estancia El Cardal,-36.57744,-62.64415
3858614,Estancia El Carbón,-36.77053,-65.32903
3858615,El Carbón,-40.63333,-63.08333
3858616,Estancia El Caranday,-30.22115,-61.0487
3858617,Puesto El Carancho,-35.73333,-66.91667
3858618,El Carancho,-37.44683,-65.07985
3858619,Cerro El Carancho,-39.8811,-70.6471
3858620,Estancia El Caranchito,-32.92556,-63.42077
3858621,El Cará,-27.96667,-60.23333
3858622,Estancia El Capricho,-36.65,-61.26667
3858623,Estancia El Capricho,-35.69331,-62.79279
3858624,Estancia El Capricho,-35.27922,-60.92176
3858625,El Capricho,-37.11771,-63.77784
3858626,Laguna El Capón,-31.39842,-60.54548
3858627,Estancia El Capitán,-33.53333,-65.26667
3858628,Estancia El Canuto,-44.61428,-66.57414
3858629,Estancia El Cantor,-33.52411,-62.18227
3858630,Estación El Cantor,-33.51437,-62.13517
3858631,El Cantor,-33.51667,-62.15
